,genre,topic_num,topic_proportion,term1,term2,term3,term4,term5,term6,term7,term8,term9,term10,term_str,rep_summary,rep_url,img
101,Short Story,Topic 31,3.80%,friend,heartbreak,love,school,teen,best,high,parti,basketbal,bestfriend,"friend, heartbreak, love, school, teen, best, high, parti, basketbal, bestfriend",{Will I Always Be: Series} Book One - Just A Friend? Ashton Thompson is everything you'd want in a boyfriend. He's funny caring childish at times loving romantic...oh and he's drool worthy gorgeous. It's just a shame that he's my best friend...NOT my boyfriend. Being in love with your best friend SUCKS. Watching him kiss other girls HURTS. Acting like he means nothing more to me than just a friend KILLS. *** Lydia and Ashton have been best friends from the very beginning. They tell each other everything and know everything about one another. Well so Ashton thought.... Lydia has been secretly in love with her best friend for as long as she can remember. However she keeps it to herself not wanting to ruin their close friendship. Now they're both 18 things begin to change after a couple of 'moments' between the pair...will their friendship stand the test? And will Lydia only ever be to Ashton...Just A Friend? **THIS IS NOT A 5 SOS FANFICTION** *Credit to @STRANGELIES for my gorgeous new book cover* Highest Ranking - Chicklit  Teen Fiction  (10/11/15),https://www.wattpad.com/story/1923751-just-a-friend,topic31.png
102,Short Story,other,35.40%,,,,,,,,,,,,,,other.png
103,Spiritual,Topic 4,52.40%,spiritu,love,breakstereotyp,freeyourbodi,projectwomanup,christian,watti,faith,islam,muslim,"spiritu, love, breakstereotyp, freeyourbodi, projectwomanup, christian, watti, faith, islam, muslim",God is good all the time. All the time God is good.,https://www.wattpad.com/story/14339769-walk-by-faith,topic4.png
104,Spiritual,Topic 12,15.10%,liam,classic,adopt,isaac,scott,derek,spiritu,hous,drink,back,"liam, classic, adopt, isaac, scott, derek, spiritu, hous, drink, back","""Romeo and Juliet"" is a tragedy about two young star-crossed lovers whose deaths ultimately reconcile their feuding families.",https://www.wattpad.com/story/6652034-romeo-and-juliet,topic12.png
105,Spiritual,Topic 7,9.20%,poetri,life,love,random,watti,word,poem,yourstoryindia,trust,write,"poetri, life, love, random, watti, word, poem, yourstoryindia, trust, write",THE VOICE OF SILENCE. Sometimes silence describes a situation far better than words Sometimes random words can describe that silence years later; Not framed sentencesnot abstract descriptions just a few guidelines to follow..... An imagination to be directed the way the writer wants you to go! The limits are set and broken by the words Boundaries never to see. ~ Have a nice read~,https://www.wattpad.com/story/59131573-khamoshiyaan,topic7.png
106,Spiritual,Topic 1,7.50%,sad,poetri,depress,poem,love,hurt,heartbreak,hope,happi,loss,"sad, poetri, depress, poem, love, hurt, heartbreak, hope, happi, loss",You are the reason I have ink stains on my fingertips. Illustration by: Ismael lvarez,https://www.wattpad.com/story/49252829-what-are-you-so-scared-of,topic1.png
107,Spiritual,Topic 13,3.80%,boss,death,date,secret,paranorm,newyorkc,babi,cat,finn,girlxgirl,"boss, death, date, secret, paranorm, newyorkc, babi, cat, finn, girlxgirl",Lacey Hannigan was never your average girl. Why? Because she can see ghosts. In a new town she feels like she can finally move on with her life and feels like she has a better grip on herself than ever. Until Finn McDermott enters the ghost of a hot arrogant quarterback that disappeared nine months ago. And Lacey doesn't know what's scarier to her. The fact that everything she thought she knew was all a lie. Or the fact that Finn one by one is slowly undoing all of the hard work Lacey put up to protect herself and her gift. And that she doesn't mind. Join Lacey and Finn as they work together to uncover Finn's murder and bring justice to his death finally freeing him from this world and allowing him to move on. But when the time comes will she be able to let him go? Cover: CityPerson Trailer: novemberdreamer,https://www.wattpad.com/story/9167545-till-death-do-us-part-completed,topic13.png
108,Spiritual,other,11.90%,,,,,,,,,,,,,,other.png
109,Teen Fiction,Topic 39,28.40%,fiction,teen,love,teenwolf,teenlov,past,younglov,shortstori,urban,footbal,"fiction, teen, love, teenwolf, teenlov, past, younglov, shortstori, urban, footbal","""Everyday he'd show up and I'd watch from afar; I'd admire his beautiful features or the ring that hugged his bottom lip; the way he'd sit by himself and stare at his drink; and most importantly I'd watch the way his green eyes screamed in sadness and surrender every time they met mine."" a/n: This is literally the second story I've ever written so it needs some editing. However if you can bear unedited stories and happen to read this then don't forget to vote or comment :)",https://www.wattpad.com/story/8920984-nathan-editing,topic39.png
110,Teen Fiction,Topic 42,23.90%,badboy,teen,highschool,nerd,goodgirl,love,teenfict,school,player,popular,"badboy, teen, highschool, nerd, goodgirl, love, teenfict, school, player, popular","""Never?"" he asks raising an amused brow. I shake my head ""No..."" ""Then let me show you a few things baby girl.""  copyright 2016. mature content",https://www.wattpad.com/story/53403831-bad-boy-jhase,topic42.png
111,Teen Fiction,Topic 3,5.50%,boy,girl,love,bad,relationship,new,clich,death,award,life,"boy, girl, love, bad, relationship, new, clich, death, award, life","Olivia Divine is a quiet rather stubborn 18 year old but believe me she has a fair share of loud moments. When trying to escape her old life she moves to new york only to watch it follow her And when an arrogant Angel stops at her doorstep can things really get worse? Well they can with the following gang problems and a love and hate relationship....I highly recommend this to people who are going for a humor romance and action read :) ""Okay."" ""Okay."" ""I'm not say okay again."" I replied. ""Okay."" He smirked. I couldn't help slip a smile. Jeez why does he have to be so cute. Angel leaned in closer to me so there was an inch of a distance between us. His lip leaned closer near enough to touch my lips but my heart thudded out of control. I quickly moved mine to kiss his cheek and ran towards my door. I AM SUCH A RETARD!",https://www.wattpad.com/story/13788345-angel-at-my-doorstep,topic3.png
112,Teen Fiction,Topic 6,4.30%,watti,friendship,wattpadpr,love,hors,ride,awkward,drama,blind,grief,"watti, friendship, wattpadpr, love, hors, ride, awkward, drama, blind, grief",Thirteen year old Allegra Mason is given the opportunity of a lifetime when she is handed the cheeky but extremely talented rising three year old colt Arrow to train and care for as part of the famous 'Colt Challenge' at Shadow Hill Stables. But Ally is younger and less experienced than most of the other participants and battling with her crazy foal school friendship issues and her hated rival Cassidy French it's hard to get anywhere. But with the help of new-found friend and incredible rider Lacey Johnson she hasn't lost all hope. Wattys2014,https://www.wattpad.com/story/12007722-the-colt-challenge-a-horse-story,topic6.png
113,Teen Fiction,Topic 30,4.30%,romanc,love,drama,matur,comedi,maid,sauc,contemporari,greek,leader,"romanc, love, drama, matur, comedi, maid, sauc, contemporari, greek, leader",A tragic accident and rumors leaves Haley Geller trying to find the greener side of life. She finds it in the most unexpected of places though- a loner and a bully named Meth. But why is everyone convinced Meth is such a bad guy? A story love trust healing... And purple sneakers,https://www.wattpad.com/story/31583420-addicted-to-meth,topic30.png
114,Teen Fiction,other,33.60%,,,,,,,,,,,,,,other.png
115,Vampire,Topic 11,53.40%,vampir,dark,blood,death,supernatur,romanc,witch,paranorm,monster,werewolv,"vampir, dark, blood, death, supernatur, romanc, witch, paranorm, monster, werewolv","Sabilla ""Bill"" Vane led a pretty sad life until her entire family died in a car crash leaving her free to become a full-time cat warden in her late great-aunt's decaying mansion. Florian Werther Bathory Byron her unexpected house guest is a vampire. And while he says he hasn't eaten anything with a face in half a century his life story is tragic his complexion is luminous (literally) and Bill is finding herself irresistibly drawn to him even as her charges begin to disappear at an alarming rate... Copyright 2015 by Elizabeth Prosper. All rights reserved.",https://www.wattpad.com/story/45648242-exsanguination,topic11.png
116,Vampire,Topic 18,8.00%,hate,love,jealousi,pet,master,death,romanc,vampir,blood,human,"hate, love, jealousi, pet, master, death, romanc, vampir, blood, human",Book  of Taming The Beast Series. Amelia's life is turned upside down when she is kidnapped tortured then soon to be sold to a vampire when she comes of age. During an auction she catches the eye of one vampire; Damon Gray. Damon is a very powerful strong and handsome but tends to be cruel man. He feeds on her and punishes her when she does something wrong. But after all this she admires him. He gave her food and shelter. He gave her a place to call home. Complications arise when he buys another pet and with these complications came feelings Amelia thought she would never feel; jealousy and love. Highest Rank:  In Vampire If you start reading this book and see (NE) after a chapter title it means I have Not Edited it yet. It is for me so I know which chapters I have edited so far. Once I finish editing that chapter I will remove the (NE).,https://www.wattpad.com/story/47622095-his-possession-currently-undergoing-editing,topic18.png
117,Vampire,Topic 25,6.00%,werewolf,love,alpha,romanc,werewolv,human,mate,wolv,cruel,teenfict,"werewolf, love, alpha, romanc, werewolv, human, mate, wolv, cruel, teenfict",WATTYS2014 HQ LOVE AWARD! There's a darkness that lurks in the City of Light Seventeen-year-old Connor Lewis is chased by a memory. On his first day of kindergarten he bit a boy hard enough to scar the kid for life. Since then he's been a social outcast at a New York private school. Through an unexpected turn of good fortune he lands a scholarship to study in Paris where everything starts to look up. On the first day he befriends two military brats and he may finally get a taste of what it's like to be a normal teenager. It doesn't last. His host family - an alluring young tattoo artist and her moody handsome boyfriend - inadvertently introduce him to the underworld of werewolves where there are two types: the born and the bitten. Those born to it take the form of elegant wolves while the latter are cursed to transform into the half-man half-beast creatures of horror movies. The bitten rarely survive. Unfortunately Connor is on the wanted list of a four hundred-year-old bitten human who is searching for both a cure and a means of wiping out werewolves for good. Connor's loyalties are tested as he becomes embroiled in a conflict where werewolves mad science and teen angst collide. POSTING ON TUESDAYS & THURSDAYS! Originally published by Fierce Ink Press and in translation from Random House Germany. My books are available in print and as ebooks on Amazon Barnes & Noble Chapters Indigo and other retailers. The paperbacks are Collectors Editions that come with extras like a signed bookplate and extra content from me. You can also visit my English language publisher to pick up the entire box set at a discount: http://fierceinkpress.storenvy.com/collections/267139-the-magdeburg-trilogy *** If you enjoy the chapters likes and comments are appreciated ***,https://www.wattpad.com/story/20660866-the-night-has-teeth-the-magdeburg-trilogy-book-one,topic25.png
118,Vampire,Topic 9,5.70%,possess,mafia,arrog,italian,domin,husband,hot,danger,dark,reveng,"possess, mafia, arrog, italian, domin, husband, hot, danger, dark, reveng",Vampires covered most of the world the land seas mountains and some humans are in control of Demetri the ruler of vampires. No human is allowed to step in their land and if they do its up to Demetri whether he want to kill them or not. So what happen when a group of girls mistakenly walked over his land. Evelyn Richardson a shy sweet girl gets in the hands of Demetri wha will her to do her. Will he treat her like his last victims?  in vampire Will contain scenes of Rape and Abuse read at you own risk.,https://www.wattpad.com/story/52422728-slave-to-him,topic9.png
119,Vampire,Topic 40,4.20%,fantasi,magic,romanc,action,adventur,dragon,demon,supernatur,watti,angel,"fantasi, magic, romanc, action, adventur, dragon, demon, supernatur, watti, angel",There are plenty of thieves in the world - thieves of jewels thieves of the heart and thieves of innocence. But Evelin Jiyu a young girl in the war-torn village of Muoro is a thief of the greatest prize of all: free will. The Makers are the gods worshipped by the villagers and anyone who denies their teachings is executed. From a young age all villagers join a caste based on the amount of free will the Makers have given them and this caste will lead to a career that is their one true path in life. But even the most carefully orchestrated heist can be unraveled by one mistake - and the Makers' biggest mistake is Evelin. A glitch in the system Evelin got away with free will; she has never really fit into a caste and has never been so smitten with the Makers. To admit this would be to place her own head on a chopping block. Instead she hides in the lowest caste of all and keeps her free will a secret. At her graduation ceremony her lies will be revealed. Only a graduate from the highest caste will be chosen to lead a war against the neighboring village Faero. But when fate chooses her as the Seeker the questions begin and Evelin fears for her life. Abandoning her home and family in the midst of a war to save her own head Evelin flees from the Makers' retribution. She runs to the one place where the Makers cannot reach her and where all of their secrets might be revealed: the Edge of the world. *The Edge of the World is a Wattpad Featured Story *The amazing cover was made by @Ferret-bird,https://www.wattpad.com/story/19081483-the-edge-of-the-world,topic40.png
120,Vampire,other,22.80%,,,,,,,,,,,,,,other.png
121,Werewolf,Topic 38,54.10%,werewolf,mate,alpha,love,romanc,reject,wolf,pack,luna,watti,"werewolf, mate, alpha, love, romanc, reject, wolf, pack, luna, watti","""What's your name."" He whispers causing her to shiver. ""Trinity."" She mumbles afraid of what's to become. ""Well Trinity here's the deal. Either you come with me and keep my wolf happy or I will declare war between my pack BloodMoon and your pack. I'm sure we know who will win."" He smirks at her wide eyes. ""Your from the B-BloodMoon Pack?"" His mate stutters. ""No sweetheart I'm Grayson from StateFarm."" Trinity bowed her head in submission realizing she was before an Alpha. The Alpha gently lift her fragile face. ""Do we have a deal?"" He growls knowing the answer. ""Yes."" She whimpers.",https://www.wattpad.com/story/33143169-beastly,topic38.png
122,Werewolf,Topic 25,16.30%,werewolf,love,alpha,romanc,werewolv,human,mate,wolv,cruel,teenfict,"werewolf, love, alpha, romanc, werewolv, human, mate, wolv, cruel, teenfict",WATTYS2014 HQ LOVE AWARD! There's a darkness that lurks in the City of Light Seventeen-year-old Connor Lewis is chased by a memory. On his first day of kindergarten he bit a boy hard enough to scar the kid for life. Since then he's been a social outcast at a New York private school. Through an unexpected turn of good fortune he lands a scholarship to study in Paris where everything starts to look up. On the first day he befriends two military brats and he may finally get a taste of what it's like to be a normal teenager. It doesn't last. His host family - an alluring young tattoo artist and her moody handsome boyfriend - inadvertently introduce him to the underworld of werewolves where there are two types: the born and the bitten. Those born to it take the form of elegant wolves while the latter are cursed to transform into the half-man half-beast creatures of horror movies. The bitten rarely survive. Unfortunately Connor is on the wanted list of a four hundred-year-old bitten human who is searching for both a cure and a means of wiping out werewolves for good. Connor's loyalties are tested as he becomes embroiled in a conflict where werewolves mad science and teen angst collide. POSTING ON TUESDAYS & THURSDAYS! Originally published by Fierce Ink Press and in translation from Random House Germany. My books are available in print and as ebooks on Amazon Barnes & Noble Chapters Indigo and other retailers. The paperbacks are Collectors Editions that come with extras like a signed bookplate and extra content from me. You can also visit my English language publisher to pick up the entire box set at a discount: http://fierceinkpress.storenvy.com/collections/267139-the-magdeburg-trilogy *** If you enjoy the chapters likes and comments are appreciated ***,https://www.wattpad.com/story/20660866-the-night-has-teeth-the-magdeburg-trilogy-book-one,topic25.png
123,Werewolf,Topic 43,14.00%,possess,rogu,mate,pack,alpha,luna,king,kidnap,domin,soulmat,"possess, rogu, mate, pack, alpha, luna, king, kidnap, domin, soulmat",Damien and Sebastian are both Legens - a supernatural creature which only a select few know that even exists. After getting kicked out of their homes at a young age and being considered freaks by their parents Damien and Sebastian make it their business to find adventure and live life to the fullest. Despite the hate they carry towards Werewolves they end up settling into a territory that is flooded with them. While Sebastian is trying to keep control of the order they had before and Damien is fighting the strange feelings he has for the Alpha's daughter - they both get involved in the biggest Werewolf Pack battle the US has seen in centuries. In the end who will win? Includes appearances from Blue Bloods New Elite Midnight Moon Locus and Imperial Pack.,https://www.wattpad.com/story/1428604-heavenly-poison,topic43.png
124,Werewolf,Topic 12,1.70%,liam,classic,adopt,isaac,scott,derek,spiritu,hous,drink,back,"liam, classic, adopt, isaac, scott, derek, spiritu, hous, drink, back","""Romeo and Juliet"" is a tragedy about two young star-crossed lovers whose deaths ultimately reconcile their feuding families.",https://www.wattpad.com/story/6652034-romeo-and-juliet,topic12.png
125,Werewolf,Topic 40,1.50%,fantasi,magic,romanc,action,adventur,dragon,demon,supernatur,watti,angel,"fantasi, magic, romanc, action, adventur, dragon, demon, supernatur, watti, angel",There are plenty of thieves in the world - thieves of jewels thieves of the heart and thieves of innocence. But Evelin Jiyu a young girl in the war-torn village of Muoro is a thief of the greatest prize of all: free will. The Makers are the gods worshipped by the villagers and anyone who denies their teachings is executed. From a young age all villagers join a caste based on the amount of free will the Makers have given them and this caste will lead to a career that is their one true path in life. But even the most carefully orchestrated heist can be unraveled by one mistake - and the Makers' biggest mistake is Evelin. A glitch in the system Evelin got away with free will; she has never really fit into a caste and has never been so smitten with the Makers. To admit this would be to place her own head on a chopping block. Instead she hides in the lowest caste of all and keeps her free will a secret. At her graduation ceremony her lies will be revealed. Only a graduate from the highest caste will be chosen to lead a war against the neighboring village Faero. But when fate chooses her as the Seeker the questions begin and Evelin fears for her life. Abandoning her home and family in the midst of a war to save her own head Evelin flees from the Makers' retribution. She runs to the one place where the Makers cannot reach her and where all of their secrets might be revealed: the Edge of the world. *The Edge of the World is a Wattpad Featured Story *The amazing cover was made by @Ferret-bird,https://www.wattpad.com/story/19081483-the-edge-of-the-world,topic40.png
126,Werewolf,other,12.40%,,,,,,,,,,,,,,other.png
127,Mature,Topic 30,12.00%,romanc,love,drama,matur,comedi,maid,sauc,contemporari,greek,leader,"romanc, love, drama, matur, comedi, maid, sauc, contemporari, greek, leader",A tragic accident and rumors leaves Haley Geller trying to find the greener side of life. She finds it in the most unexpected of places though- a loner and a bully named Meth. But why is everyone convinced Meth is such a bad guy? A story love trust healing... And purple sneakers,https://www.wattpad.com/story/31583420-addicted-to-meth,topic30.png
128,Mature,Topic 39,8.30%,fiction,teen,love,teenwolf,teenlov,past,younglov,shortstori,urban,footbal,"fiction, teen, love, teenwolf, teenlov, past, younglov, shortstori, urban, footbal","""Everyday he'd show up and I'd watch from afar; I'd admire his beautiful features or the ring that hugged his bottom lip; the way he'd sit by himself and stare at his drink; and most importantly I'd watch the way his green eyes screamed in sadness and surrender every time they met mine."" a/n: This is literally the second story I've ever written so it needs some editing. However if you can bear unedited stories and happen to read this then don't forget to vote or comment :)",https://www.wattpad.com/story/8920984-nathan-editing,topic39.png
129,Mature,Topic 5,6.50%,fanfict,harri,potter,witch,wizard,drabbl,hawaii,hogwart,fan,suicid,"fanfict, harri, potter, witch, wizard, drabbl, hawaii, hogwart, fan, suicid",This book is a list of all the classes at Hogwarts School of Witchcraft and Wizardry,https://www.wattpad.com/story/55666633-classes,topic5.png
130,Mature,Topic 20,5.60%,billionair,ceo,love,boss,kiss,bwwm,rich,sytycw,bdsm,innoc,"billionair, ceo, love, boss, kiss, bwwm, rich, sytycw, bdsm, innoc",Nicolas Witmore is the hot beast and hot topic for Los Angeles paparazzi. He is the C. E. O and a billionaire. He is a playboy with an arrogant attitude. He is known as the most cold hearted person a person could ever meet. But why did he become like that? It is the reason only he knows. But once he finds the person he has been searching for the person who is the reason of his life Pauline June he has no intentions of letting her go. He won't repeat the same mistake twice. The once Bad boy is now a Beast and his once innocent baby girl is now a sexy Wild Cat. It is known that Beasts are possessive and controlling and they extremely love to chase and tame their Wild Cats.,https://www.wattpad.com/story/48399041-his-very-personal-assistant,topic20.png
131,Mature,Topic 28,4.90%,complet,love,teenag,book,player,dream,brother,anxieti,girlfriend,new,"complet, love, teenag, book, player, dream, brother, anxieti, girlfriend, new",Months pass since the horrible accident that now has created a rift between Ellie and the man she loves. While she wishes to end the everlasting heartache dreams of wishes come true keep her from taking distance to a whole new level. Closed ears hearts and minds makes for bare progress in moving on but Ellie realizes something about forgiveness. A truth that could keep her guilt anchored to her like shackles. Forgiveness is simply not one-sided. || short story /romance  ||,https://www.wattpad.com/story/15511549-when-i-sleep,topic28.png
132,Mature,other,62.60%,,,,,,,,,,,,,,other.png
133,Public Domain,Topic 43,20.30%,possess,rogu,mate,pack,alpha,luna,king,kidnap,domin,soulmat,"possess, rogu, mate, pack, alpha, luna, king, kidnap, domin, soulmat",Damien and Sebastian are both Legens - a supernatural creature which only a select few know that even exists. After getting kicked out of their homes at a young age and being considered freaks by their parents Damien and Sebastian make it their business to find adventure and live life to the fullest. Despite the hate they carry towards Werewolves they end up settling into a territory that is flooded with them. While Sebastian is trying to keep control of the order they had before and Damien is fighting the strange feelings he has for the Alpha's daughter - they both get involved in the biggest Werewolf Pack battle the US has seen in centuries. In the end who will win? Includes appearances from Blue Bloods New Elite Midnight Moon Locus and Imperial Pack.,https://www.wattpad.com/story/1428604-heavenly-poison,topic43.png
134,Public Domain,Topic 7,19.10%,poetri,life,love,random,watti,word,poem,yourstoryindia,trust,write,"poetri, life, love, random, watti, word, poem, yourstoryindia, trust, write",THE VOICE OF SILENCE. Sometimes silence describes a situation far better than words Sometimes random words can describe that silence years later; Not framed sentencesnot abstract descriptions just a few guidelines to follow..... An imagination to be directed the way the writer wants you to go! The limits are set and broken by the words Boundaries never to see. ~ Have a nice read~,https://www.wattpad.com/story/59131573-khamoshiyaan,topic7.png
135,Public Domain,Topic 19,16.10%,school,paranorm,love,memori,life,fate,kiss,supernatur,power,teen,"school, paranorm, love, memori, life, fate, kiss, supernatur, power, teen",[Cold Fire  2] All her life Melissa has been defined by something she's had no control over: a rare undiagnosed disease. But even with all the scientific explanations offered to her by the undeniably clueless doctors she's been living on lies. Because as it turns out her disease isn't even a disease at all but an unfortunate side-effect of swapping souls with her childhood friend Sarah. Now after swapping back into her true body Melissa discovers that getting to this point was only half the battle. Her powers are suddenly uncontrollable she's haunted by fragmented memories of her past at night and plagued by unanswerable questions during the day. On top of all that she's due to enrol in a new school in only a matter of days. Never mind the fact that no one can get her name right if she doesn't learn how to control her powers before school starts she'll be the talk of the town. But there are deadlier battles on the horizon. Suddenly the half-century old prophecy that paints her as the saviour has come back to bite her in the butt and if she can't figure out how to stop her uncle before his new project turns into a reality they may very well end up on course for an apocalypse. All Melissa has ever wanted was a chance at life - a normal life - but now it looks as though she won't survive the winter. And when someone she loves comes back from the dead she realises that the answers she seeks are buried much deeper then she could ever have imagined and in order to find out the truth about her future she'll have to go back a hundred years in the past. 2015 by shayebay This novel is entirely a work of fiction. The names characters places and incidents portrayed in it are the work of the author's imagination. Any resemblance to actual persons living or dead events or localities is entirely coincidental. All Rights Reserved Listen to the Cold Tomorrow playlist here: http://8tracks.com/shayebay/cold-tomorrow,https://www.wattpad.com/story/11059369-cold-tomorrow,topic19.png
136,Public Domain,Topic 32,14.20%,adventur,romanc,action,humor,music,highschool,matchmak,pirat,band,witch,"adventur, romanc, action, humor, music, highschool, matchmak, pirat, band, witch",STOP Lost boys are not meant to be found.,https://www.wattpad.com/story/29535274-unraveling-will,topic32.png
137,Public Domain,Topic 24,7.90%,mysteri,crime,abus,spi,violenc,newadult,psycholog,conspiraci,drug,detect,"mysteri, crime, abus, spi, violenc, newadult, psycholog, conspiraci, drug, detect",Three people brought together by a monstrous crime. Inspector Thomas Cullen of the Putney Murder Investigation Team in London. Set on revenge for the murder of his father. Kyle Mason an elusive art thief known to the world only as The Gentleman. Wanted by the law hunted by assassins. Doctor Danielle Schoeman an investigative psychologist in the South African Police. Working on a grisly murder case - the worst the nation has seen in decades. Three lives pulled over the edge and changed forever. Several chapters will be released every week - on Mondays Wednesdays and Fridays - until the entire book is up with 48 chapters in total. The complete book is available for pre-order through all major online distributors. Paperback and e-book release date March 2016. Copyright 2015 Greg Blyth ISBN: 9780620693264,https://www.wattpad.com/story/57560118-the-list,topic24.png
138,Public Domain,other,22.40%,,,,,,,,,,,,,,other.png
